原字,类型,前加字,上加字,基字,下加字,再下加字,元音,后加字,再后加字
སྨྲུ,藏文字符,,ས,ྨ,ྲ,,ུ,,
སྨྲེ,藏文字符,,ས,ྨ,ྲ,,ེ,,
སྨྲོ,藏文字符,,ས,ྨ,ྲ,,ོ,,
སྣྲ,藏文字符,,ས,ྣ,ྲ,,,,
སྣྲི,藏文字符,,ས,ྣ,ྲ,,ི,,
སྣྲུ,藏文字符,,ས,ྣ,ྲ,,ུ,,
སྣྲེ,藏文字符,,ས,ྣ,ྲ,,ེ,,
སྣྲོ,藏文字符,,ས,ྣ,ྲ,,ོ,,
གཅ,藏文字符,,,ག,,,,ཅ,
གཅི,藏文字符,ག,,ཅ,,,ི,,
གཅུ,藏文字符,ག,,ཅ,,,ུ,,
གཅེ,藏文字符,ག,,ཅ,,,ེ,,
གཅོ,藏文字符,ག,,ཅ,,,ོ,,
གཙ,藏文字符,,,ག,,,,ཙ,
གཙི,藏文字符,ག,,ཙ,,,ི,,
གཙུ,藏文字符,ག,,ཙ,,,ུ,,
གཙེ,藏文字符,ག,,ཙ,,,ེ,,
གཙོ,藏文字符,ག,,ཙ,,,ོ,,
གཉ,藏文字符,,,ག,,,,ཉ,
གཉི,藏文字符,ག,,ཉ,,,ི,,
གཉུ,藏文字符,ག,,ཉ,,,ུ,,
གཉེ,藏文字符,ག,,ཉ,,,ེ,,
གཉོ,藏文字符,ག,,ཉ,,,ོ,,
གཏ,藏文字符,,,ག,,,,ཏ,
གཏི,藏文字符,ག,,ཏ,,,ི,,
གཏུ,藏文字符,ག,,ཏ,,,ུ,,
གཏེ,藏文字符,ག,,ཏ,,,ེ,,
གཏོ,藏文字符,ག,,ཏ,,,ོ,,
གད,藏文字符,,,ག,,,,ད,
གདི,藏文字符,ག,,ད,,,ི,,
གདུ,藏文字符,ག,,ད,,,ུ,,
གདེ,藏文字符,ག,,ད,,,ེ,,
གདོ,藏文字符,ག,,ད,,,ོ,,
གན,藏文字符,,,ག,,,,ན,
གནི,藏文字符,ག,,ན,,,ི,,
གནུ,藏文字符,ག,,ན,,,ུ,,
གནེ,藏文字符,ག,,ན,,,ེ,,
གནོ,藏文字符,ག,,ན,,,ོ,,
གཞ,藏文字符,,,ག,,,,ཞ,
གཞི,藏文字符,ག,,ཞ,,,ི,,
གཞུ,藏文字符,ག,,ཞ,,,ུ,,
གཞེ,藏文字符,ག,,ཞ,,,ེ,,
གཞོ,藏文字符,ག,,ཞ,,,ོ,,
གཟ,藏文字符,,,ག,,,,ཟ,
གཟི,藏文字符,ག,,ཟ,,,ི,,
གཟུ,藏文字符,ག,,ཟ,,,ུ,,
གཟེ,藏文字符,ག,,ཟ,,,ེ,,
གཟོ,藏文字符,ག,,ཟ,,,ོ,,
གཡ,藏文字符,,,ག,,,,ཡ,
གཡི,藏文字符,ག,,ཡ,,,ི,,
གཡུ,藏文字符,ག,,ཡ,,,ུ,,
གཡེ,藏文字符,ག,,ཡ,,,ེ,,
གཡོ,藏文字符,ག,,ཡ,,,ོ,,
གཤ,藏文字符,,,ག,,,,ཤ,
གཤི,藏文字符,ག,,ཤ,,,ི,,
གཤུ,藏文字符,ག,,ཤ,,,ུ,,
གཤེ,藏文字符,ག,,ཤ,,,ེ,,
གཤོ,藏文字符,ག,,ཤ,,,ོ,,
གས,藏文字符,,,ག,,,,ས,
གསི,藏文字符,ག,,ས,,,ི,,
གསུ,藏文字符,ག,,ས,,,ུ,,
གསེ,藏文字符,ག,,ས,,,ེ,,
གསོ,藏文字符,ག,,ས,,,ོ,,
དཀ,藏文字符,,,ད,,,,ཀ,
དཀི,藏文字符,ད,,ཀ,,,ི,,
དཀུ,藏文字符,ད,,ཀ,,,ུ,,
དཀེ,藏文字符,ད,,ཀ,,,ེ,,
དཀོ,藏文字符,ད,,ཀ,,,ོ,,
དག,藏文字符,,,ད,,,,ག,
དགི,藏文字符,ད,,ག,,,ི,,
དགུ,藏文字符,ད,,ག,,,ུ,,
དགེ,藏文字符,ད,,ག,,,ེ,,
དགོ,藏文字符,ད,,ག,,,ོ,,
དང,藏文字符,,,ད,,,,ང,
དངི,藏文字符,ད,,ང,,,ི,,
དངུ,藏文字符,ད,,ང,,,ུ,,
དངེ,藏文字符,ད,,ང,,,ེ,,
དངོ,藏文字符,ད,,ང,,,ོ,,
དཔ,藏文字符,,,ད,,,,པ,
དཔི,藏文字符,ད,,པ,,,ི,,
དཔུ,藏文字符,ད,,པ,,,ུ,,
དཔེ,藏文字符,ད,,པ,,,ེ,,
དཔོ,藏文字符,ད,,པ,,,ོ,,
དབ,藏文字符,,,ད,,,,བ,
དབི,藏文字符,ད,,བ,,,ི,,
དབུ,藏文字符,ད,,བ,,,ུ,,
དབེ,藏文字符,ད,,བ,,,ེ,,
དབོ,藏文字符,ད,,བ,,,ོ,,
དམ,藏文字符,,,ད,,,,མ,
དམི,藏文字符,ད,,མ,,,ི,,
དམུ,藏文字符,ད,,མ,,,ུ,,
དམེ,藏文字符,ད,,མ,,,ེ,,
དམོ,藏文字符,ད,,མ,,,ོ,,
བཀ,藏文字符,,,བ,,,,ཀ,
བཀི,藏文字符,བ,,ཀ,,,ི,,
བཀུ,藏文字符,བ,,ཀ,,,ུ,,
བཀེ,藏文字符,བ,,ཀ,,,ེ,,
བཀོ,藏文字符,བ,,ཀ,,,ོ,,
བག,藏文字符,,,བ,,,,ག,
བགི,藏文字符,བ,,ག,,,ི,,
བགུ,藏文字符,བ,,ག,,,ུ,,
བགེ,藏文字符,བ,,ག,,,ེ,,
བགོ,藏文字符,བ,,ག,,,ོ,,
བཅ,藏文字符,,,བ,,,,ཅ,
བཅི,藏文字符,བ,,ཅ,,,ི,,
བཅུ,藏文字符,བ,,ཅ,,,ུ,,
བཅེ,藏文字符,བ,,ཅ,,,ེ,,
བཅོ,藏文字符,བ,,ཅ,,,ོ,,
བཙ,藏文字符,,,བ,,,,ཙ,
བཙི,藏文字符,བ,,ཙ,,,ི,,
བཙུ,藏文字符,བ,,ཙ,,,ུ,,
བཙེ,藏文字符,བ,,ཙ,,,ེ,,
བཙོ,藏文字符,བ,,ཙ,,,ོ,,
བཏ,藏文字符,,,བ,,,,ཏ,
བཏི,藏文字符,བ,,ཏ,,,ི,,
བཏུ,藏文字符,བ,,ཏ,,,ུ,,
བཏེ,藏文字符,བ,,ཏ,,,ེ,,
བཏོ,藏文字符,བ,,ཏ,,,ོ,,
བད,藏文字符,,,བ,,,,ད,
བདི,藏文字符,བ,,ད,,,ི,,
བདུ,藏文字符,བ,,ད,,,ུ,,
བདེ,藏文字符,བ,,ད,,,ེ,,
བདོ,藏文字符,བ,,ད,,,ོ,,
བཞ,藏文字符,,,བ,,,,ཞ,
བཞི,藏文字符,བ,,ཞ,,,ི,,
བཞུ,藏文字符,བ,,ཞ,,,ུ,,
བཞེ,藏文字符,བ,,ཞ,,,ེ,,
བཞོ,藏文字符,བ,,ཞ,,,ོ,,
བཟ,藏文字符,,,བ,,,,ཟ,
བཟི,藏文字符,བ,,ཟ,,,ི,,
བཟུ,藏文字符,བ,,ཟ,,,ུ,,
བཟེ,藏文字符,བ,,ཟ,,,ེ,,
བཟོ,藏文字符,བ,,ཟ,,,ོ,,
བཤ,藏文字符,,,བ,,,,ཤ,
བཤི,藏文字符,བ,,ཤ,,,ི,,
བཤུ,藏文字符,བ,,ཤ,,,ུ,,
བཤེ,藏文字符,བ,,ཤ,,,ེ,,
བཤོ,藏文字符,བ,,ཤ,,,ོ,,
བས,藏文字符,,,བ,,,,ས,
བསི,藏文字符,བ,,ས,,,ི,,
བསུ,藏文字符,བ,,ས,,,ུ,,
བསེ,藏文字符,བ,,ས,,,ེ,,
བསོ,藏文字符,བ,,ས,,,ོ,,
མཁ,藏文字符,,,མ,,,,ཁ,
མཁི,藏文字符,མ,,ཁ,,,ི,,
མཁུ,藏文字符,མ,,ཁ,,,ུ,,
མཁེ,藏文字符,མ,,ཁ,,,ེ,,
མཁོ,藏文字符,མ,,ཁ,,,ོ,,
མག,藏文字符,,,མ,,,,ག,
མགི,藏文字符,མ,,ག,,,ི,,
མགུ,藏文字符,མ,,ག,,,ུ,,
མགེ,藏文字符,མ,,ག,,,ེ,,
མགོ,藏文字符,མ,,ག,,,ོ,,
མང,藏文字符,,,མ,,,,ང,
མངི,藏文字符,མ,,ང,,,ི,,
མངུ,藏文字符,མ,,ང,,,ུ,,
མངེ,藏文字符,མ,,ང,,,ེ,,
མངོ,藏文字符,མ,,ང,,,ོ,,
མཆ,藏文字符,,,མ,,,,ཆ,
མཆི,藏文字符,མ,,ཆ,,,ི,,
མཆུ,藏文字符,མ,,ཆ,,,ུ,,
མཆེ,藏文字符,མ,,ཆ,,,ེ,,
མཆོ,藏文字符,མ,,ཆ,,,ོ,,
མཇ,藏文字符,,,མ,,,,ཇ,
མཇི,藏文字符,མ,,ཇ,,,ི,,
མཇུ,藏文字符,མ,,ཇ,,,ུ,,
མཇེ,藏文字符,མ,,ཇ,,,ེ,,
མཇོ,藏文字符,མ,,ཇ,,,ོ,,
མཉ,藏文字符,,,མ,,,,ཉ,
མཉི,藏文字符,མ,,ཉ,,,ི,,
མཉུ,藏文字符,མ,,ཉ,,,ུ,,
མཉེ,藏文字符,མ,,ཉ,,,ེ,,
མཉོ,藏文字符,མ,,ཉ,,,ོ,,
མཐ,藏文字符,,,མ,,,,ཐ,
མཐི,藏文字符,མ,,ཐ,,,ི,,
མཐུ,藏文字符,མ,,ཐ,,,ུ,,
མཐེ,藏文字符,མ,,ཐ,,,ེ,,
མཐོ,藏文字符,མ,,ཐ,,,ོ,,
མད,藏文字符,,,མ,,,,ད,
མདི,藏文字符,མ,,ད,,,ི,,
མདུ,藏文字符,མ,,ད,,,ུ,,
མདེ,藏文字符,མ,,ད,,,ེ,,
མདོ,藏文字符,མ,,ད,,,ོ,,
མན,藏文字符,,,མ,,,,ན,
མནི,藏文字符,མ,,ན,,,ི,,
མནུ,藏文字符,མ,,ན,,,ུ,,
མནེ,藏文字符,མ,,ན,,,ེ,,
མནོ,藏文字符,མ,,ན,,,ོ,,
མཚ,藏文字符,,,མ,,,,ཚ,
མཚི,藏文字符,མ,,ཚ,,,ི,,
མཚུ,藏文字符,མ,,ཚ,,,ུ,,
མཚེ,藏文字符,མ,,ཚ,,,ེ,,
མཚོ,藏文字符,མ,,ཚ,,,ོ,,
མཛ,藏文字符,,,མ,,,,ཛ,
མཛི,藏文字符,མ,,ཛ,,,ི,,
མཛུ,藏文字符,མ,,ཛ,,,ུ,,
མཛེ,藏文字符,མ,,ཛ,,,ེ,,
མཛོ,藏文字符,མ,,ཛ,,,ོ,,
འཁ,藏文字符,,,འ,,,,ཁ,
འཁི,藏文字符,འ,,ཁ,,,ི,,
འཁུ,藏文字符,འ,,ཁ,,,ུ,,
འཁེ,藏文字符,འ,,ཁ,,,ེ,,
འཁོ,藏文字符,འ,,ཁ,,,ོ,,
འག,藏文字符,,,འ,,,,ག,
འགི,藏文字符,འ,,ག,,,ི,,
འགུ,藏文字符,འ,,ག,,,ུ,,
འགེ,藏文字符,འ,,ག,,,ེ,,
འགོ,藏文字符,འ,,ག,,,ོ,,
འཆ,藏文字符,,,འ,,,,ཆ,
འཆི,藏文字符,འ,,ཆ,,,ི,,
འཆུ,藏文字符,འ,,ཆ,,,ུ,,
འཆེ,藏文字符,འ,,ཆ,,,ེ,,
འཆོ,藏文字符,འ,,ཆ,,,ོ,,
འཇ,藏文字符,,,འ,,,,ཇ,
འཇི,藏文字符,འ,,ཇ,,,ི,,
འཇུ,藏文字符,འ,,ཇ,,,ུ,,
འཇེ,藏文字符,འ,,ཇ,,,ེ,,
འཇོ,藏文字符,འ,,ཇ,,,ོ,,
འཐ,藏文字符,,,འ,,,,ཐ,
འཐི,藏文字符,འ,,ཐ,,,ི,,
འཐུ,藏文字符,འ,,ཐ,,,ུ,,
འཐེ,藏文字符,འ,,ཐ,,,ེ,,
འཐོ,藏文字符,འ,,ཐ,,,ོ,,
འད,藏文字符,,,འ,,,,ད,
འདི,藏文字符,འ,,ད,,,ི,,
འདུ,藏文字符,འ,,ད,,,ུ,,
འདེ,藏文字符,འ,,ད,,,ེ,,
འདོ,藏文字符,འ,,ད,,,ོ,,
འཕ,藏文字符,,,འ,,,,ཕ,
འཕི,藏文字符,འ,,ཕ,,,ི,,
འཕུ,藏文字符,འ,,ཕ,,,ུ,,
འཕེ,藏文字符,འ,,ཕ,,,ེ,,
འཕོ,藏文字符,འ,,ཕ,,,ོ,,
འབ,藏文字符,,,འ,,,,བ,
འབི,藏文字符,འ,,བ,,,ི,,
འབུ,藏文字符,འ,,བ,,,ུ,,
འབེ,藏文字符,འ,,བ,,,ེ,,
འབོ,藏文字符,འ,,བ,,,ོ,,
འཚ,藏文字符,,,འ,,,,ཚ,
འཚི,藏文字符,འ,,ཚ,,,ི,,
འཚུ,藏文字符,འ,,ཚ,,,ུ,,
འཚེ,藏文字符,འ,,ཚ,,,ེ,,
འཚོ,藏文字符,འ,,ཚ,,,ོ,,
འཛ,藏文字符,,,འ,,,,ཛ,
འཛི,藏文字符,འ,,ཛ,,,ི,,
འཛུ,藏文字符,འ,,ཛ,,,ུ,,
འཛེ,藏文字符,འ,,ཛ,,,ེ,,
འཛོ,藏文字符,འ,,ཛ,,,ོ,,
དཀྱ,藏文字符,ད,,ཀ,ྱ,,,,
དཀྱི,藏文字符,ད,,ཀ,ྱ,,ི,,
དཀྱུ,藏文字符,ད,,ཀ,ྱ,,ུ,,
དཀྱེ,藏文字符,ད,,ཀ,ྱ,,ེ,,
དཀྱོ,藏文字符,ད,,ཀ,ྱ,,ོ,,
དགྱ,藏文字符,ད,,ག,ྱ,,,,
དགྱི,藏文字符,ད,,ག,ྱ,,ི,,
དགྱུ,藏文字符,ད,,ག,ྱ,,ུ,,
དགྱེ,藏文字符,ད,,ག,ྱ,,ེ,,
དགྱོ,藏文字符,ད,,ག,ྱ,,ོ,,
དཔྱ,藏文字符,ད,,པ,ྱ,,,,
དཔྱི,藏文字符,ད,,པ,ྱ,,ི,,
དཔྱུ,藏文字符,ད,,པ,ྱ,,ུ,,
དཔྱེ,藏文字符,ད,,པ,ྱ,,ེ,,
དཔྱོ,藏文字符,ད,,པ,ྱ,,ོ,,
དབྱ,藏文字符,ད,,བ,ྱ,,,,
དབྱི,藏文字符,ད,,བ,ྱ,,ི,,
དབྱུ,藏文字符,ད,,བ,ྱ,,ུ,,
དབྱེ,藏文字符,ད,,བ,ྱ,,ེ,,
དབྱོ,藏文字符,ད,,བ,ྱ,,ོ,,
དམྱ,藏文字符,ད,,མ,ྱ,,,,
དམྱི,藏文字符,ད,,མ,ྱ,,ི,,
དམྱུ,藏文字符,ད,,མ,ྱ,,ུ,,
དམྱེ,藏文字符,ད,,མ,ྱ,,ེ,,
དམྱོ,藏文字符,ད,,མ,ྱ,,ོ,,
དཀྲ,藏文字符,ད,,ཀ,ྲ,,,,
དཀྲི,藏文字符,ད,,ཀ,ྲ,,ི,,
དཀྲུ,藏文字符,ད,,ཀ,ྲ,,ུ,,
དཀྲེ,藏文字符,ད,,ཀ,ྲ,,ེ,,
དཀྲོ,藏文字符,ད,,ཀ,ྲ,,ོ,,
དགྲ,藏文字符,ད,,ག,ྲ,,,,
དགྲི,藏文字符,ད,,ག,ྲ,,ི,,
དགྲུ,藏文字符,ད,,ག,ྲ,,ུ,,
དགྲེ,藏文字符,ད,,ག,ྲ,,ེ,,
དགྲོ,藏文字符,ད,,ག,ྲ,,ོ,,
དཔྲ,藏文字符,ད,,པ,ྲ,,,,
དཔྲི,藏文字符,ད,,པ,ྲ,,ི,,
དཔྲུ,藏文字符,ད,,པ,ྲ,,ུ,,
དཔྲེ,藏文字符,ད,,པ,ྲ,,ེ,,
དཔྲོ,藏文字符,ད,,པ,ྲ,,ོ,,
དབྲ,藏文字符,ད,,བ,ྲ,,,,
དབྲི,藏文字符,ད,,བ,ྲ,,ི,,
དབྲུ,藏文字符,ད,,བ,ྲ,,ུ,,
དབྲེ,藏文字符,ད,,བ,ྲ,,ེ,,
དབྲོ,藏文字符,ད,,བ,ྲ,,ོ,,
བཀྲ,藏文字符,བ,,ཀ,ྲ,,,,
བཀྲི,藏文字符,བ,,ཀ,ྲ,,ི,,
བཀྲུ,藏文字符,བ,,ཀ,ྲ,,ུ,,
བཀྲེ,藏文字符,བ,,ཀ,ྲ,,ེ,,
བཀྲོ,藏文字符,བ,,ཀ,ྲ,,ོ,,
བགྲ,藏文字符,བ,,ག,ྲ,,,,
བགྲི,藏文字符,བ,,ག,ྲ,,ི,,
བགྲུ,藏文字符,བ,,ག,ྲ,,ུ,,
བགྲེ,藏文字符,བ,,ག,ྲ,,ེ,,
བགྲོ,藏文字符,བ,,ག,ྲ,,ོ,,
བསྲ,藏文字符,བ,,ས,ྲ,,,,
བསྲི,藏文字符,བ,,ས,ྲ,,ི,,
བསྲུ,藏文字符,བ,,ས,ྲ,,ུ,,
བསྲེ,藏文字符,བ,,ས,ྲ,,ེ,,
བསྲོ,藏文字符,བ,,ས,ྲ,,ོ,,
བཀླ,藏文字符,བ,,ཀ,ླ,,,,
བཀླི,藏文字符,བ,,ཀ,ླ,,ི,,
བཀླུ,藏文字符,བ,,ཀ,ླ,,ུ,,
བཀླེ,藏文字符,བ,,ཀ,ླ,,ེ,,
བཀློ,藏文字符,བ,,ཀ,ླ,,ོ,,
བཟླ,藏文字符,བ,,ཟ,ླ,,,,
བཟླི,藏文字符,བ,,ཟ,ླ,,ི,,
བཟླུ,藏文字符,བ,,ཟ,ླ,,ུ,,
བཟླེ,藏文字符,བ,,ཟ,ླ,,ེ,,
བཟློ,藏文字符,བ,,ཟ,ླ,,ོ,,
བརླ,藏文字符,བ,,ར,ླ,,,,
བརླི,藏文字符,བ,,ར,ླ,,ི,,
བརླུ,藏文字符,བ,,ར,ླ,,ུ,,
བརླེ,藏文字符,བ,,ར,ླ,,ེ,,
བརློ,藏文字符,བ,,ར,ླ,,ོ,,
བསླ,藏文字符,བ,,ས,ླ,,,,
བསླི,藏文字符,བ,,ས,ླ,,ི,,
བསླུ,藏文字符,བ,,ས,ླ,,ུ,,
བསླེ,藏文字符,བ,,ས,ླ,,ེ,,
བསློ,藏文字符,བ,,ས,ླ,,ོ,,
མཁྱ,藏文字符,མ,,ཁ,ྱ,,,,
མཁྱི,藏文字符,མ,,ཁ,ྱ,,ི,,
མཁྱུ,藏文字符,མ,,ཁ,ྱ,,ུ,,
མཁྱེ,藏文字符,མ,,ཁ,ྱ,,ེ,,
མཁྱོ,藏文字符,མ,,ཁ,ྱ,,ོ,,
མཁྲ,藏文字符,མ,,ཁ,ྲ,,,,
མཁྲི,藏文字符,མ,,ཁ,ྲ,,ི,,
མཁྲུ,藏文字符,མ,,ཁ,ྲ,,ུ,,
མཁྲེ,藏文字符,མ,,ཁ,ྲ,,ེ,,
མཁྲོ,藏文字符,མ,,ཁ,ྲ,,ོ,,
མགྱ,藏文字符,མ,,ག,ྱ,,,,
མགྱི,藏文字符,མ,,ག,ྱ,,ི,,
མགྱུ,藏文字符,མ,,ག,ྱ,,ུ,,
མགྱེ,藏文字符,མ,,ག,ྱ,,ེ,,
མགྱོ,藏文字符,མ,,ག,ྱ,,ོ,,
མགྲ,藏文字符,མ,,ག,ྲ,,,,
མགྲི,藏文字符,མ,,ག,ྲ,,ི,,
མགྲུ,藏文字符,མ,,ག,ྲ,,ུ,,
མགྲེ,藏文字符,མ,,ག,ྲ,,ེ,,
མགྲོ,藏文字符,མ,,ག,ྲ,,ོ,,
འཁྲ,藏文字符,འ,,ཁ,ྲ,,,,
འཁྲི,藏文字符,འ,,ཁ,ྲ,,ི,,
འཁྲུ,藏文字符,འ,,ཁ,ྲ,,ུ,,
འཁྲེ,藏文字符,འ,,ཁ,ྲ,,ེ,,
འཁྲོ,藏文字符,འ,,ཁ,ྲ,,ོ,,
འགྲ,藏文字符,འ,,ག,ྲ,,,,
འགྲི,藏文字符,འ,,ག,ྲ,,ི,,
འགྲུ,藏文字符,འ,,ག,ྲ,,ུ,,
འགྲེ,藏文字符,འ,,ག,ྲ,,ེ,,
འགྲོ,藏文字符,འ,,ག,ྲ,,ོ,,
འཕྲ,藏文字符,འ,,ཕ,ྲ,,,,
འཕྲི,藏文字符,འ,,ཕ,ྲ,,ི,,
འཕྲུ,藏文字符,འ,,ཕ,ྲ,,ུ,,
འཕྲེ,藏文字符,འ,,ཕ,ྲ,,ེ,,
འཕྲོ,藏文字符,འ,,ཕ,ྲ,,ོ,,
འབྲ,藏文字符,འ,,བ,ྲ,,,,
འབྲི,藏文字符,འ,,བ,ྲ,,ི,,
འབྲུ,藏文字符,འ,,བ,ྲ,,ུ,,
འབྲེ,藏文字符,འ,,བ,ྲ,,ེ,,
འབྲོ,藏文字符,འ,,བ,ྲ,,ོ,,
འདྲ,藏文字符,འ,,ད,ྲ,,,,
འདྲི,藏文字符,འ,,ད,ྲ,,ི,,
འདྲུ,藏文字符,འ,,ད,ྲ,,ུ,,
འདྲེ,藏文字符,འ,,ད,ྲ,,ེ,,
འདྲོ,藏文字符,འ,,ད,ྲ,,ོ,,
འཁྱ,藏文字符,འ,,ཁ,ྱ,,,,
འཁྱི,藏文字符,འ,,ཁ,ྱ,,ི,,
འཁྱུ,藏文字符,འ,,ཁ,ྱ,,ུ,,
འཁྱེ,藏文字符,འ,,ཁ,ྱ,,ེ,,
འཁྱོ,藏文字符,འ,,ཁ,ྱ,,ོ,,
འགྱ,藏文字符,འ,,ག,ྱ,,,,
འགྱི,藏文字符,འ,,ག,ྱ,,ི,,
འགྱུ,藏文字符,འ,,ག,ྱ,,ུ,,
འགྱེ,藏文字符,འ,,ག,ྱ,,ེ,,
འགྱོ,藏文字符,འ,,ག,ྱ,,ོ,,
འཕྱ,藏文字符,འ,,ཕ,ྱ,,,,
འཕྱི,藏文字符,འ,,ཕ,ྱ,,ི,,
འཕྱུ,藏文字符,འ,,ཕ,ྱ,,ུ,,
འཕྱེ,藏文字符,འ,,ཕ,ྱ,,ེ,,
འཕྱོ,藏文字符,འ,,ཕ,ྱ,,ོ,,
འབྱ,藏文字符,འ,,བ,ྱ,,,,
འབྱི,藏文字符,འ,,བ,ྱ,,ི,,
འབྱུ,藏文字符,འ,,བ,ྱ,,ུ,,
འབྱེ,藏文字符,འ,,བ,ྱ,,ེ,,
འབྱོ,藏文字符,འ,,བ,ྱ,,ོ,,
བརྐ,藏文字符,བ,ར,ྐ,,,,,
བརྐི,藏文字符,བ,ར,ྐ,,,ི,,
བརྐུ,藏文字符,བ,ར,ྐ,,,ུ,,
བརྐེ,藏文字符,བ,ར,ྐ,,,ེ,,
བརྐོ,藏文字符,བ,ར,ྐ,,,ོ,,
བརྒ,藏文字符,བ,ར,ྒ,,,,,
བརྒི,藏文字符,བ,ར,ྒ,,,ི,,
བརྒུ,藏文字符,བ,ར,ྒ,,,ུ,,
བརྒེ,藏文字符,བ,ར,ྒ,,,ེ,,
བརྒོ,藏文字符,བ,ར,ྒ,,,ོ,,
བརྔ,藏文字符,བ,ར,ྔ,,,,,
བརྔི,藏文字符,བ,ར,ྔ,,,ི,,
བརྔུ,藏文字符,བ,ར,ྔ,,,ུ,,
བརྔེ,藏文字符,བ,ར,ྔ,,,ེ,,
བརྔོ,藏文字符,བ,ར,ྔ,,,ོ,,
བརྗ,藏文字符,བ,ར,ྗ,,,,,
བརྗི,藏文字符,བ,ར,ྗ,,,ི,,
བརྗུ,藏文字符,བ,ར,ྗ,,,ུ,,
བརྗེ,藏文字符,བ,ར,ྗ,,,ེ,,
བརྗོ,藏文字符,བ,ར,ྗ,,,ོ,,
བརྙ,藏文字符,བ,ར,ྙ,,,,,
བརྙི,藏文字符,བ,ར,ྙ,,,ི,,
བརྙུ,藏文字符,བ,ར,ྙ,,,ུ,,
བརྙེ,藏文字符,བ,ར,ྙ,,,ེ,,
བརྙོ,藏文字符,བ,ར,ྙ,,,ོ,,
བརྟ,藏文字符,བ,ར,ྟ,,,,,
བརྟི,藏文字符,བ,ར,ྟ,,,ི,,
བརྟུ,藏文字符,བ,ར,ྟ,,,ུ,,
བརྟེ,藏文字符,བ,ར,ྟ,,,ེ,,
བརྟོ,藏文字符,བ,ར,ྟ,,,ོ,,
བརྡ,藏文字符,བ,ར,ྡ,,,,,
བརྡི,藏文字符,བ,ར,ྡ,,,ི,,
བརྡུ,藏文字符,བ,ར,ྡ,,,ུ,,
བརྡེ,藏文字符,བ,ར,ྡ,,,ེ,,
བརྡོ,藏文字符,བ,ར,ྡ,,,ོ,,
བརྣ,藏文字符,བ,ར,ྣ,,,,,
བརྣི,藏文字符,བ,ར,ྣ,,,ི,,
བརྣུ,藏文字符,བ,ར,ྣ,,,ུ,,
བརྣེ,藏文字符,བ,ར,ྣ,,,ེ,,
བརྣོ,藏文字符,བ,ར,ྣ,,,ོ,,
བརྩ,藏文字符,བ,ར,ྩ,,,,,
བརྩི,藏文字符,བ,ར,ྩ,,,ི,,
བརྩུ,藏文字符,བ,ར,ྩ,,,ུ,,
བརྩེ,藏文字符,བ,ར,ྩ,,,ེ,,
བརྩོ,藏文字符,བ,ར,ྩ,,,ོ,,
བརྫ,藏文字符,བ,ར,ྫ,,,,,
བརྫི,藏文字符,བ,ར,ྫ,,,ི,,
བརྫུ,藏文字符,བ,ར,ྫ,,,ུ,,
བརྫེ,藏文字符,བ,ར,ྫ,,,ེ,,
བརྫོ,藏文字符,བ,ར,ྫ,,,ོ,,
བལྟ,藏文字符,བ,ལ,ྟ,,,,,
བལྟི,藏文字符,བ,ལ,ྟ,,,ི,,
བལྟུ,藏文字符,བ,ལ,ྟ,,,ུ,,
བལྟེ,藏文字符,བ,ལ,ྟ,,,ེ,,
བལྟོ,藏文字符,བ,ལ,ྟ,,,ོ,,
བལྡ,藏文字符,བ,ལ,ྡ,,,,,
བལྡི,藏文字符,བ,ལ,ྡ,,,ི,,
བལྡུ,藏文字符,བ,ལ,ྡ,,,ུ,,
བལྡེ,藏文字符,བ,ལ,ྡ,,,ེ,,
བལྡོ,藏文字符,བ,ལ,ྡ,,,ོ,,
བསྐ,藏文字符,བ,ས,ྐ,,,,,
བསྐི,藏文字符,བ,ས,ྐ,,,ི,,
བསྐུ,藏文字符,བ,ས,ྐ,,,ུ,,
བསྐེ,藏文字符,བ,ས,ྐ,,,ེ,,
བསྐོ,藏文字符,བ,ས,ྐ,,,ོ,,
བསྒ,藏文字符,བ,ས,ྒ,,,,,
བསྒི,藏文字符,བ,ས,ྒ,,,ི,,
བསྒུ,藏文字符,བ,ས,ྒ,,,ུ,,
བསྒེ,藏文字符,བ,ས,ྒ,,,ེ,,
བསྒོ,藏文字符,བ,ས,ྒ,,,ོ,,
བསྔ,藏文字符,བ,ས,ྔ,,,,,
བསྔི,藏文字符,བ,ས,ྔ,,,ི,,
བསྔུ,藏文字符,བ,ས,ྔ,,,ུ,,
བསྔེ,藏文字符,བ,ས,ྔ,,,ེ,,
བསྔོ,藏文字符,བ,ས,ྔ,,,ོ,,
བསྙ,藏文字符,བ,ས,ྙ,,,,,
བསྙི,藏文字符,བ,ས,ྙ,,,ི,,
བསྙུ,藏文字符,བ,ས,ྙ,,,ུ,,
བསྙེ,藏文字符,བ,ས,ྙ,,,ེ,,
བསྙོ,藏文字符,བ,ས,ྙ,,,ོ,,
བསྟ,藏文字符,བ,ས,ྟ,,,,,
བསྟི,藏文字符,བ,ས,ྟ,,,ི,,
བསྟུ,藏文字符,བ,ས,ྟ,,,ུ,,
བསྟེ,藏文字符,བ,ས,ྟ,,,ེ,,
བསྟོ,藏文字符,བ,ས,ྟ,,,ོ,,
བསྡ,藏文字符,བ,ས,ྡ,,,,,
བསྡི,藏文字符,བ,ས,ྡ,,,ི,,
